Character,Pinyin,Frequency,Log_frequency,Frequency_per_million,CD,Log_CD,Strokes,PSY_Tone,PSY_Rhyme,Gloss
痛,tòng,5664,3.7531232446817118,110.28202505602157,5427,3.734559821579476,12,oblique,q01,"pain, ache"
淹,yān,5648,3.751894688043747,109.97049391179553,5550,3.7442929831226754,11,level|oblique,xp14|q30,drown
资,zī,5647,3.751817787736879,109.9510232152814,5450,3.736396502276642,10,level,sp04,property
男,nán,5646,3.7517408738109,109.93155251876728,5314,3.7254215500742585,7,level,xp13,"male, man"
挽,wǎn,5643,3.751510050270041,109.87314042922489,5545,3.743901550485179,10,oblique,q14|s13,pull
莽,mǎng,5628,3.750354088762708,109.58107998151297,4899,3.6901074394563302,10,oblique,s07|s25|s22,"thicket, underbrush"
舌,shé,5616,3.7494270991217484,109.34743162334343,5293,3.7237018939912674,6,oblique,r09,tongue
敛,liǎn,5612,3.749117662356322,109.2695488372869,5501,3.7404416449497657,11,oblique,q29|s28,"draw back, fold back"
假,jiǎ,5610,3.748962861256161,109.23060744425865,5327,3.7264826967848297,11,oblique,q22|r11|s21,"falsehood, deception"
注,zhù,5607,3.7487305560984945,109.17219535471627,5498,3.7402047355074495,8,oblique,q07,"concentrate, focus, direct"
偷,tōu,5588,3.7472563974421442,108.80225212094784,5427,3.734559821579476,11,level,xp11,"to steal, burglar, thief"
葛,gé,5575,3.746244871720198,108.54913306626418,5387,3.7313469755459545,12,oblique,r07,edible bean
瓶,píng,5567,3.7456212213069375,108.39336749415115,5381,3.7308629920464935,10,level,xp09,"jug, pitcher, vase, jar, bottle"
綵,cǎi,5560,3.7450747915820566,108.25707261855224,5412,3.7333577879255855,14,oblique,s10,varicolored silk
缨,yīng,5557,3.7448403967853787,108.19866052900986,5489,3.739493230781614,14,level,xp08,a chin strap
凿,záo,5549,3.744214724814166,108.04289495689684,5301,3.724357804226426,12,oblique,q20|r10,chisel
欺,qī,5549,3.744214724814166,108.04289495689684,5376,3.7304592600457687,12,level,sp04,"cheat, double-cross, deceive"
邦,bāng,5547,3.7440581658788354,108.00395356386859,5235,3.718916686014861,6,level,sp03,"nation, country, state"
巨,jù,5545,3.743901550485179,107.96501217084032,5341,3.7276225779691368,4,oblique,s06,"large, great, enormous"
卖,mài,5544,3.74382322160375,107.9455414743262,5240,3.719331286983726,8,oblique,q10,sell
兀,wù,5542,3.7436665214462126,107.90660008129795,4557,3.6586790285824486,3,oblique,r06,to cut off the feet
缓,huǎn,5541,3.7435881501599035,107.88712938478382,5084,3.70620554188197,12,oblique,s14,"slow, leisurely"
蟠,pán,5536,3.743196081448701,107.78977590221318,5398,3.7322328802204976,18,level,sp14,coil
契,qì,5528,3.742568034366142,107.63401033010015,5375,3.730378468587643,9,oblique,r09|q08|r05,"deed, contract, bond"
操,cāo,5526,3.7424108805804925,107.5950689370719,5386,3.731266349075492,16,level|oblique,xp04|q20,"conduct, run, control, manage"
倍,bèi,5516,3.7416242575038114,107.40036197193061,5425,3.7343997425205666,10,oblique,s10,"times, fold, multiple times"
颓,tuí,5506,3.740836207057311,107.20565500678934,5422,3.7341595132444665,13,level|oblique,sp10|r01,"ruined, decayed"
涨,zhǎng,5487,3.739334960196079,106.83571177302089,5398,3.7322328802204976,10,level|oblique,xp07|q23,rise in price
涉,shè,5480,3.738780558484369,106.69941689742201,5285,3.723044991643445,10,oblique,r16,"ford stream, wade across"
戒,jiè,5476,3.7384634394619525,106.62153411136549,5199,3.7159198174335786,7,oblique,q10,"warn, caution, admonish"
刚,gāng,5475,3.7383841235121555,106.60206341485137,5219,3.71758729685546,6,level,xp07,"hard, tough, rigid, strong"
单,dān,5475,3.7383841235121555,106.60206341485137,5298,3.7241119539612115,8,level|oblique,s16|sp14|xp01|q17,"single, individual, only"
规,guī,5472,3.73814608871206,106.54365132530899,5261,3.721068301797158,8,level,sp04,"rules, regulations, customs, law"
汤,tāng,5471,3.738066714777469,106.52418062879485,4778,3.6792461454138587,6,level|oblique,xp07|q23,hot water
值,zhí,5469,3.737907923374638,106.4852392357666,5385,3.731185707634,10,oblique,q04|r13,price
怯,qiè,5461,3.737272176535543,106.32947366365356,5365,3.7295697263019694,8,oblique,r17|r15,"lacking in courage, afraid"
悴,cuì,5460,3.737192642704737,106.31000296713944,5382,3.7309436934277356,11,oblique,q04,"suffer, become emaciated, haggard"
侬,nóng,5447,3.7361573752731316,106.05688391245577,4734,3.6752282535930636,8,level,sp02,I
助,zhù,5428,3.734639838987699,105.68694067868735,5359,3.7290837570436115,7,oblique,q06,"help, aid, assist"
黯,àn,5412,3.7333577879255855,105.37540953446128,4540,3.6570558528571038,21,oblique,s29,"dark, black"
遐,xiá,5380,3.730782275666389,104.7523472460092,5251,3.720242018287056,12,level,xp06,"afar, distant"
鲸,jīng,5377,3.7305400364771186,104.69393515646681,5259,3.7209031708134566,16,level,xp08,whale
珊,shān,5373,3.7302168405686937,104.6160523704103,4401,3.6435513685629446,9,level,sp14,coral
槐,huái,5364,3.729488769179561,104.44081610178314,5206,3.7165041637732164,13,level,sp10|sp09,locust tree
滋,zī,5364,3.729488769179561,104.44081610178314,5228,3.718335578908506,12,level,sp04,"grow, multiply, increase"
玩,wán,5361,3.7292458072253063,104.38240401224076,5252,3.7203247174174416,8,oblique,q15,"play with, joke, enjoy"
稻,dào,5350,3.7283537820212285,104.16822635058536,5203,3.716253825896036,15,oblique,s19,"rice growing in field, rice plant"
夹,jiā,5342,3.7277038836853538,104.01246077847232,5260,3.720985744153739,6,oblique,r17,be wedged or inserted between
咫,zhǐ,5331,3.726808682524964,103.79828311681692,5308,3.724930914192398,9,oblique,s04,foot measure of Zhou dynasty
笺,jiān,5329,3.7266457202409113,103.75934172378867,5206,3.7165041637732164,11,level,xp01,"note, memo"
枉,wǎng,5329,3.7266457202409113,103.75934172378867,5226,3.7181694053913064,8,oblique,s22,"useless, in vain"
藻,zǎo,5328,3.7265642161622443,103.73987102727453,5255,3.720572720364261,19,oblique,s19,"splendid, magnificent"
袂,mèi,5322,3.726074870215369,103.62304684818976,5266,3.7214808547700486,9,oblique,q08,sleeves
赵,zhào,5318,3.725748332995548,103.54516406213325,4948,3.6944296909570826,9,oblique,s17,surname
览,lǎn,5316,3.7255849722706937,103.50622266910499,5198,3.7158362751649934,9,oblique,s27,"look at, inspect"
鞍,ān,5308,3.724930914192398,103.35045709699197,5190,3.7151673578484576,15,level,sp14,saddle
裙,qún,5297,3.724029972935597,103.13627943533656,5122,3.7094395741324107,12,level,sp12,"skirt, apron, petticoat"
魄,pò,5295,3.7238659644435037,103.09733804230831,5190,3.7151673578484576,14,oblique,r11|r10,vigor
蜂,fēng,5291,3.723537761532056,103.01945525625179,5114,3.7087607236903164,13,level,sp02,"bee, wasp, hornet"
贼,zéi,5281,3.7227161674884948,102.82474829111051,4176,3.6207604899942054,10,oblique,r13,"thief, traitor"
滞,zhì,5279,3.722551662000958,102.78580689808226,5218,3.7175040747642014,12,oblique,q08,"block up, obstruct"
障,zhàng,5276,3.722304786874327,102.72739480853987,5196,3.7156691424009898,13,level|oblique,xp07|q23,separate
凫,fú,5275,3.7222224639697297,102.70792411202575,5154,3.7121444142148854,6,level,sp07,"wild duck, teal"
豆,dòu,5270,3.721810615212546,102.6105706294551,5099,3.707485011967473,7,oblique,q26,"beans, peas"
闺,guī,5253,3.7204074008031083,102.27956878871493,5071,3.7050936105478725,9,level,sp08,small entrance
吊,diào,5245,3.7197454925295763,102.1238032166019,5149,3.7117228918272342,6,oblique,q18|r12,"condole, mourn, pity"
惯,guàn,5240,3.719331286983726,102.02644973403126,5175,3.7139103541289553,11,oblique,q16,"habit, custom"
乔,qiáo,5238,3.719165494089213,101.987508341003,5080,3.705863712283919,6,level,xp02,"tall, lofty"
畴,chóu,5235,3.718916686014861,101.92909625146062,5066,3.704665185454529,12,level,xp11,"farmland, arable land"
黍,shǔ,5234,3.7188337183038622,101.9096255549465,5110,3.708420900134712,12,oblique,s06,glutinous millet
咸,xián,5233,3.7187507347396647,101.89015485843237,4940,3.6937269489236466,9,level,xp15,together
仆,pū,5227,3.7182525000977504,101.7733306793476,4885,3.6888645680547913,4,oblique,r01|r02|q07|q26,fall forward
刺,cì,5218,3.7175040747642014,101.59809441072044,4980,3.6972293427597167,8,oblique,q04,stab
着,zhe,5213,3.7170877249270187,101.5007409281498,4917,3.6917002082901615,11,,,"make move, take action"
电,diàn,5208,3.7166709755601355,101.40338744557917,5042,3.7026028413404273,5,oblique,q17,electricity
锡,xī,5200,3.716003343634799,101.24762187346613,4976,3.6968803716827616,13,oblique,r12,"tin, stannum"
傲,ào,5198,3.7158362751649934,101.20868048043788,5116,3.708930535806616,12,oblique,q20,"proud, haughty, overbearing"
岑,cén,5193,3.715418322595056,101.11132699786724,5024,3.7010496307291394,7,level,xp12,"steep, precipitous"
贞,zhēn,5184,3.7146649928625366,100.93609072924009,4894,3.6896639650157703,6,level,xp08,"virtuous, chaste, pure"
洁,jié,5181,3.7144135922871206,100.8776786396977,5004,3.6993173010213822,9,oblique,r09|r04,"clean, purify, pure"
岚,lán,5162,3.71281800020785,100.50773540592927,5106,3.7080808104682315,7,level,xp13,"mountain mist, mountain haze"
扰,rǎo,5158,3.712481337801919,100.42985261987276,3386,3.5296869537729156,7,oblique,s17,"disturb, annoy, agitate"
价,jià,5154,3.7121444142148854,100.35196983381624,5028,3.70139526901392,6,oblique,q22|q10,"price, value"
凋,diāo,5152,3.7119758543517554,100.31302844078799,5080,3.705863712283919,10,level,xp02,"be withered, fallen"
衮,gǔn,5136,3.7106250150607964,100.00149729656194,3902,3.591287265058499,10,oblique,s13,ceremonial dress worn by the emperor
帷,wéi,5132,3.710286647702891,99.92361451050543,5032,3.7017406324372124,11,level,sp04,tent
锄,chú,5129,3.7100326990657533,99.86520242096304,4980,3.6972293427597167,12,level,sp06,hoe
贾,jiǎ,5120,3.7092699609758304,99.68996615233588,4988,3.697926444806505,10,oblique,s07|s21,surname
逃,táo,5119,3.7091851295502454,99.67049545582175,4945,3.694166295933198,9,level,xp04,"escape, flee"
钗,chāi,5111,3.708505880955237,99.51472988370874,4891,3.6893976628212823,8,level,sp09,ornamental hairpin
猎,liè,5108,3.708250888591377,99.45631779416635,4172,3.6203442997544926,11,oblique,r16,hunt
毕,bì,5102,3.7077404542737713,99.33949361508158,4963,3.6957442751973226,6,oblique,r04,"end, finish, conclude"
孟,mèng,5100,3.7075701760979363,99.30055222205333,4914,3.6914351521440616,8,oblique,q24,first in series
颂,sòng,5095,3.707144188342445,99.20319873948269,4945,3.694166295933198,10,oblique,q02,"laud, acclaim"
徵,zhēng,5086,3.70637635583969,99.02796247085554,4923,3.692229835772755,15,level|oblique,xp10|s04,"summon, recruit"
蛾,é,5077,3.705607163404605,98.85272620222838,4911,3.6911699341316035,13,level,xp05,moth
敲,qiāo,5076,3.7055216134226665,98.83325550571425,4996,3.6986224297020978,14,level|oblique,xp03|q19,"strike, beat, pound, hammer"
狼,láng,5045,3.702861170572929,98.22966391377628,4863,3.6869042695681773,10,level,xp07,wolf
薇,wēi,5035,3.7019994748896363,98.034956948635,4850,3.6857417386022635,16,level,sp05,"Osmunda regalis, a species of fern"
律,lǜ,5023,3.700963178159549,97.80130859046545,4843,3.685114469046539,9,oblique,r04,"statute, principle, regulation"
格,gé,5020,3.7007037171450192,97.74289650092307,4812,3.682325618667807,10,oblique,r11|r10,"pattern, standard, form"
防,fáng,5015,3.700270937356436,97.64554301835244,4826,3.6835873175727665,6,level|oblique,xp07|q23,defend
飒,sà,5012,3.7000110623221123,97.58713092881005,3638,3.560862694727464,9,oblique,r15,the sound of the wind
希,xī,5000,3.6989700043360187,97.35348257064051,4786,3.6799726942774185,7,level,sp05,rare
棘,jí,4997,3.698709349442587,97.29507048109812,4824,3.6834072991320945,12,oblique,r13,jujube tree
茂,mào,4995,3.698535492562001,97.25612908806987,4871,3.6876181295717694,8,oblique,q26,"thick, lush, dense"
芒,máng,4994,3.6984485380153282,97.23665839155574,4813,3.682415861677358,6,level,xp07,Miscanthus sinensis
凰,huáng,4990,3.6981005456233897,97.15877560549924,4774,3.6788824146707353,11,level,xp07,female phoenix
乳,rǔ,4989,3.6980135039391815,97.13930490898511,4863,3.6869042695681773,8,oblique,s07,"breast, nipples"
慵,yōng,4987,3.697839368218363,97.10036351595686,4858,3.6864575104691113,14,level,sp02,"indolent, easy-going, lazy"
匪,fěi,4986,3.697752274167754,97.08089281944272,4314,3.6348801407665263,10,oblique,s05,"bandits, robbers, gangsters"
循,xún,4981,3.697316541732383,96.98353933687208,4789,3.6802448370426073,12,level,sp11,"obey, comply with, follow"
拍,pāi,4981,3.697316541732383,96.98353933687208,4535,3.6565772913961134,8,oblique,r11,"clap, tap, beat"
宠,chǒng,4976,3.6968803716827616,96.88618585430144,4855,3.686189234244023,8,oblique,s02,"favorite, concubine"
瀛,yíng,4964,3.6958317728266916,96.65253749613191,4837,3.684576087388455,19,level,xp08,"sea, ocean"
鸯,yāng,4961,3.695569227036185,96.59412540658953,4727,3.6745856023029133,10,level,xp07,female mandarin duck (Aix galericulata)
廷,tíng,4954,3.6949560022498176,96.45783053099062,4811,3.6822353569025634,6,level|oblique,xp09|q25,court
庶,shù,4953,3.694868327982456,96.43835983447649,4692,3.6713580034434914,11,oblique,q06,"numerous, various"
卫,wèi,4930,3.69284691927723,95.99053381465154,4741,3.6758699553189564,3,oblique,q08,"guard, protect, defend"
恼,nǎo,4925,3.69240623483363,95.8931803320809,4744,3.676144680356206,9,oblique,s19,"angered, filled with hate"
祗,zhī,4923,3.692229835772755,95.85423893905265,4773,3.678791434366244,9,level,sp04,"respect, look up to, revere"
案,àn,4916,3.691611874214416,95.71794406345376,4826,3.6835873175727665,10,oblique,q15,"table, bench"
练,liàn,4915,3.6915235221681546,95.69847336693964,4769,3.6784273224338664,8,oblique,q17,"to practice, drill, exercise, train"
季,jì,4911,3.6911699341316035,95.62059058088312,4715,3.673481697073347,8,oblique,q04,quarter of year
飙,biāo,4910,3.691081492122968,95.60111988436898,4791,3.6804261708581447,16,level,xp02,"whirlwind, stormy gale"
耀,yào,4901,3.690284702512629,95.42588361574182,4765,3.678062904974345,20,oblique,q18,"shine, sparkle, dazzle"
装,zhuāng,4892,3.689486448364247,95.25064734711468,4801,3.6813317059691655,12,level|oblique,xp07|q23,"dress, clothes, attire"
旬,xún,4889,3.6892200372638353,95.19223525757229,4760,3.677606952720493,6,level,sp11,ten-day period
垣,yuán,4883,3.6886867242841226,95.07541107848753,4817,3.682776646314434,9,level,sp13,low wall
科,kē,4878,3.688241795977712,94.97805759591688,4706,3.6726519228400023,9,level|oblique,xp05|r17,"section, department, science"
蟾,chán,4877,3.6881527555915663,94.95858689940276,4766,3.6781540380104367,19,level,xp14,toad
汀,tīng,4867,3.687261346243506,94.76387993426148,4777,3.679155241283354,5,level,xp09,"sandbar, beach, bank, shore"
偃,yǎn,4853,3.686010291315285,94.49129018306368,4758,3.677424437701247,11,oblique,s13,"cease, lay off, lay down"
握,wò,4849,3.6856521841155243,94.41340739700716,4746,3.67632773388132,12,oblique,r03,"grasp, hold fast, take by hand"
智,zhì,4847,3.6854730197227594,94.37446600397891,4366,3.6400837313731205,12,oblique,q04,"wisdom, knowledge, intelligence"
优,yōu,4840,3.684845361644412,94.23817112838002,4667,3.669037800885156,6,level|oblique,s25|xp11,"superior, excellent"
渴,kě,4819,3.682956926301208,93.82928650158334,4728,3.674677467873199,12,oblique,r07,"thirsty, parched"
稽,jī,4814,3.6825060859390106,93.73193301901269,4643,3.666798683666174,15,level,sp08,"examine, investigate"
垒,lěi,4813,3.682415861677358,93.71246232249857,4641,3.6666115684190297,9,level|oblique,sp10|s04|r04,"rampart, military wall"
塔,tǎ,4807,3.6818741221286464,93.5956381434138,4586,3.66143405039392,12,oblique,r15,"tower, spire, tall building"
瓮,wèng,4785,3.679881942112862,93.16728282010297,4683,3.6705241577820793,8,oblique,q01,earthen jar
蒿,hāo,4783,3.679700380871964,93.12834142707472,4673,3.669595781024313,13,level,xp04,"mugwort, artemisia"
黛,dài,4777,3.679155241283354,93.01151724798994,4690,3.671172842715083,17,oblique,q11,blacken eyebrows
缀,zhuì,4768,3.6783362467321794,92.8362809793628,4707,3.672744198306599,11,oblique,q08|r09,"patch together, link, connect"
逼,bī,4763,3.67788058151159,92.73892749679216,4676,3.669874502489802,12,oblique,r13,"compel, pressure, force"
逾,yú,4758,3.677424437701247,92.64157401422152,4659,3.668292710448221,12,level,sp07,"go over, pass over, exceed"
烹,pēng,4756,3.6772418459466536,92.60263262119325,4625,3.6651117370750512,11,level,xp08,"boil, cook"
泰,tài,4751,3.6767850304192047,92.50527913862261,4562,3.6591552809406296,10,oblique,q09,"great, exalted, superior"
臂,bì,4744,3.676144680356206,92.36898426302372,4592,3.6620018793899165,17,oblique,q04,arm
肝,gān,4738,3.675595056386746,92.25216008393896,4632,3.6657685507193793,7,level,sp14,liver
庵,ān,4725,3.674401812845282,91.99904102925528,4255,3.6288995644206063,11,level,xp13,Buddhist monastery or nunnery
筹,chóu,4725,3.674401812845282,91.99904102925528,4604,3.6631353149577537,13,level,xp11,"chip, tally, token"
蚕,cán,4724,3.674309888941477,91.97957033274115,4268,3.630224410752432,10,level,xp13,silkworms
脂,zhī,4721,3.6740340004312544,91.92115824319878,4618,3.664453928581157,10,level,sp04,"fat, grease, lard"
貌,mào,4719,3.6738499773429485,91.88221685017052,4546,3.6576294313889517,14,oblique,r03|q19,"countenance, appearance"
狐,hú,4717,3.6736658762457015,91.84327545714227,4513,3.6544653335201454,8,level,sp07,fox
靡,mí,4714,3.6733895781883046,91.78486336759988,3881,3.5889436427400145,19,oblique,s04,"divide, disperse, scatter"
凛,lǐn,4712,3.6732052817790444,91.74592197457162,3450,3.5378190950732735,15,oblique,s26,to shiver with cold or fear
鹄,gǔ,4711,3.673113104238233,91.7264512780575,4504,3.6535983818432896,12,oblique,r02,target
沟,gōu,4706,3.6726519228400023,91.62909779548686,4561,3.659060072240938,7,level,xp11,"ditch, drain, narrow waterway"
混,hùn,4702,3.6722826247889206,91.55121500943034,4370,3.640481436970421,11,oblique,s13,"to mix, blend, mingle"
位,wèi,4698,3.671913012441587,91.47333222337382,4392,3.642662331442035,7,oblique,q04,throne
